fight_link,date,location,name_1,name_2,stage_name_1,stage_name_2,win_loss_1,win_loss_2,division,method,last_round,last_round_time,time_format,referee,stoppage_details,kd_1,kd_2,sig_str_1,sig_str_2,sig_str_perc_1,sig_str_perc_2,total_str_1,total_str_2,td_1,td_2,td_pct_1,td_pct_2,sub_att_1,sub_att_2,rev_1,rev_2,ctrl_1,ctrl_2,r1_kd_1,r1_kd_2,r1_sig_str_1,r1_sig_str_2,r1_sig_str_perc_1,r1_sig_str_perc_2,r1_total_str_1,r1_total_str_2,r1_td_1,r1_td_2,r1_td_pct_1,r1_td_pct_2,r1_sub_att_1,r1_sub_att_2,r1_rev_1,r1_rev_2,r1_ctrl_1,r1_ctrl_2,r2_kd_1,r2_kd_2,r2_sig_str_1,r2_sig_str_2,r2_sig_str_perc_1,r2_sig_str_perc_2,r2_total_str_1,r2_total_str_2,r2_td_1,r2_td_2,r2_td_pct_1,r2_td_pct_2,r2_sub_att_1,r2_sub_att_2,r2_rev_1,r2_rev_2,r2_ctrl_1,r2_ctrl_2,r3_kd_1,r3_kd_2,r3_sig_str_1,r3_sig_str_2,r3_sig_str_perc_1,r3_sig_str_perc_2,r3_total_str_1,r3_total_str_2,r3_td_1,r3_td_2,r3_td_pct_1,r3_td_pct_2,r3_sub_att_1,r3_sub_att_2,r3_rev_1,r3_rev_2,r3_ctrl_1,r3_ctrl_2,r4_kd_1,r4_kd_2,r4_sig_str_1,r4_sig_str_2,r4_sig_str_perc_1,r4_sig_str_perc_2,r4_total_str_1,r4_total_str_2,r4_td_1,r4_td_2,r4_td_pct_1,r4_td_pct_2,r4_sub_att_1,r4_sub_att_2,r4_rev_1,r4_rev_2,r4_ctrl_1,r4_ctrl_2,r5_kd_1,r5_kd_2,r5_sig_str_1,r5_sig_str_2,r5_sig_str_perc_1,r5_sig_str_perc_2,r5_total_str_1,r5_total_str_2,r5_td_1,r5_td_2,r5_td_pct_1,r5_td_pct_2,r5_sub_att_1,r5_sub_att_2,r5_rev_1,r5_rev_2,r5_ctrl_1,r5_ctrl_2,sig_str_head_1,sig_str_head_2,sig_str_body_1,sig_str_body_2,sig_str_leg_1,sig_str_leg_2,sig_str_dist_1,sig_str_dist_2,sig_str_clinch_1,sig_str_clinch_2,sig_str_ground_1,sig_str_ground_2,r1_sig_str_head_1,r1_sig_str_head_2,r1_sig_str_body_1,r1_sig_str_body_2,r1_sig_str_leg_1,r1_sig_str_leg_2,r1_sig_str_dist_1,r1_sig_str_dist_2,r1_sig_str_clinch_1,r1_sig_str_clinch_2,r1_sig_str_ground_1,r1_sig_str_ground_2,r2_sig_str_head_1,r2_sig_str_head_2,r2_sig_str_body_1,r2_sig_str_body_2,r2_sig_str_leg_1,r2_sig_str_leg_2,r2_sig_str_dist_1,r2_sig_str_dist_2,r2_sig_str_clinch_1,r2_sig_str_clinch_2,r2_sig_str_ground_1,r2_sig_str_ground_2,r3_sig_str_head_1,r3_sig_str_head_2,r3_sig_str_body_1,r3_sig_str_body_2,r3_sig_str_leg_1,r3_sig_str_leg_2,r3_sig_str_dist_1,r3_sig_str_dist_2,r3_sig_str_clinch_1,r3_sig_str_clinch_2,r3_sig_str_ground_1,r3_sig_str_ground_2,r4_sig_str_head_1,r4_sig_str_head_2,r4_sig_str_body_1,r4_sig_str_body_2,r4_sig_str_leg_1,r4_sig_str_leg_2,r4_sig_str_dist_1,r4_sig_str_dist_2,r4_sig_str_clinch_1,r4_sig_str_clinch_2,r4_sig_str_ground_1,r4_sig_str_ground_2,r5_sig_str_head_1,r5_sig_str_head_2,r5_sig_str_body_1,r5_sig_str_body_2,r5_sig_str_leg_1,r5_sig_str_leg_2,r5_sig_str_dist_1,r5_sig_str_dist_2,r5_sig_str_clinch_1,r5_sig_str_clinch_2,r5_sig_str_ground_1,r5_sig_str_ground_2,error,error_type
http://ufcstats.com/fight-details/e4acc3bb3c3e27d1,"
      July 12, 1996
    ","

      Birmingham, Alabama, USA
    ",Brian Johnston,Scott Fiedler,,,W,L,Open Weight Bout,KO/TKO,1,2:25,1 Rnd + OT (12-3),John McCarthy,Punches to Head From Back Control,0,0,2 of 5,3 of 4,40%,75%,13 of 17,5 of 7,1 of 2,0 of 0,50%,---,1,0,1,0,--,--,0,0,2 of 5,3 of 4,40%,75%,13 of 17,5 of 7,1 of 2,0 of 0,50%,---,1,0,1,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 of 5,2 of 3,0 of 0,0 of 0,0 of 0,1 of 1,0 of 0,1 of 1,0 of 0,0 of 0,2 of 5,2 of 3,2 of 5,2 of 3,0 of 0,0 of 0,0 of 0,1 of 1,0 of 0,1 of 1,0 of 0,0 of 0,2 of 5,2 of 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/ba65a2f56dc6a5ed,"
      July 12, 1996
    ","

      Birmingham, Alabama, USA
    ",Mark Coleman,Moti Horenstein,"""The Hammer""",,W,L,Open Weight Bout,KO/TKO,1,2:43,1 Rnd + OT (12-3),John McCarthy,Punches to Head From Half Guard,0,0,25 of 30,0 of 1,83%,0%,33 of 38,19 of 21,1 of 2,0 of 0,50%,---,0,0,0,0,--,--,0,0,25 of 30,0 of 1,83%,0%,33 of 38,19 of 21,1 of 2,0 of 0,50%,---,0,0,0,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 of 25,0 of 1,5 of 5,0 of 0,0 of 0,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,25 of 30,0 of 0,20 of 25,0 of 1,5 of 5,0 of 0,0 of 0,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,25 of 30,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/e45feb9866eb2da7,"
      February 07, 1997
    ","

      Dothan, Alabama, USA
    ",Yoshiki Takahashi,Wallid Ismail,"""Kazuo""",,W,L,Lightweight Bout,Decision - Unanimous,2,3:00,1 Rnd + OT (12-3),John McCarthy,,0,0,20 of 43,1 of 17,46%,5%,72 of 99,19 of 38,1 of 1,1 of 10,100%,10%,0,0,0,0,--,--,0,0,11 of 25,1 of 10,44%,10%,63 of 81,19 of 31,1 of 1,1 of 10,100%,10%,0,0,0,0,--,--,0,0,9 of 18,0 of 7,50%,0%,9 of 18,0 of 7,0 of 0,0 of 0,---,---,0,0,0,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 of 43,1 of 17,0 of 0,0 of 0,0 of 0,0 of 0,9 of 27,1 of 17,3 of 6,0 of 0,8 of 10,0 of 0,11 of 25,1 of 10,0 of 0,0 of 0,0 of 0,0 of 0,3 of 12,1 of 10,1 of 4,0 of 0,7 of 9,0 of 0,9 of 18,0 of 7,0 of 0,0 of 0,0 of 0,0 of 0,6 of 15,0 of 7,2 of 2,0 of 0,1 of 1,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/ced000124f98f276,"
      July 12, 1996
    ","

      Birmingham, Alabama, USA
    ",Don Frye,Brian Johnston,"""The Predator""",,W,L,Open Weight Bout,KO/TKO,1,4:37,1 Rnd + OT (12-3),John McCarthy,"Elbows to Head From Side Control
      Submission to Strikes",0,0,11 of 16,11 of 22,68%,50%,42 of 48,28 of 39,1 of 1,0 of 0,100%,---,0,0,0,0,--,--,0,0,11 of 16,11 of 22,68%,50%,42 of 48,28 of 39,1 of 1,0 of 0,100%,---,0,0,0,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 of 9,5 of 13,7 of 7,4 of 6,0 of 0,2 of 3,1 of 4,0 of 6,5 of 7,11 of 16,5 of 5,0 of 0,4 of 9,5 of 13,7 of 7,4 of 6,0 of 0,2 of 3,1 of 4,0 of 6,5 of 7,11 of 16,5 of 5,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/3e813ba25895913d,"
      February 07, 1997
    ","

      Dothan, Alabama, USA
    ",Mark Coleman,Dan Severn,"""The Hammer""","""The Beast""",W,L,UFC Heavyweight Title Bout,Submission,1,2:57,1 Rnd + 2OT (15-3-3),John McCarthy,Scarf Hold From Side Control,0,0,4 of 12,2 of 4,33%,50%,12 of 21,16 of 18,0 of 0,0 of 3,---,0%,2,0,0,0,--,--,0,0,4 of 12,2 of 4,33%,50%,12 of 21,16 of 18,0 of 0,0 of 3,---,0%,2,0,0,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 of 12,2 of 4,0 of 0,0 of 0,0 of 0,0 of 0,2 of 8,2 of 4,0 of 0,0 of 0,2 of 4,0 of 0,4 of 12,2 of 4,0 of 0,0 of 0,0 of 0,0 of 0,2 of 8,2 of 4,0 of 0,0 of 0,2 of 4,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/bde5589889ded1c9,"
      July 12, 1996
    ","

      Birmingham, Alabama, USA
    ",Gary Goodridge,John Campetella,"""Big Daddy""",,W,L,Open Weight Bout,KO/TKO,1,1:28,1 Rnd + OT (12-3),John McCarthy,Punches to Head From Mount,0,0,5 of 6,5 of 7,83%,71%,6 of 7,8 of 10,0 of 0,0 of 1,---,0%,0,0,1,0,--,--,0,0,5 of 6,5 of 7,83%,71%,6 of 7,8 of 10,0 of 0,0 of 1,---,0%,0,0,1,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 of 6,3 of 4,0 of 0,1 of 2,0 of 0,1 of 1,2 of 3,0 of 0,0 of 0,5 of 7,3 of 3,0 of 0,5 of 6,3 of 4,0 of 0,1 of 2,0 of 0,1 of 1,2 of 3,0 of 0,0 of 0,5 of 7,3 of 3,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/de2ced807ed3eb0b,"
      July 12, 1996
    ","

      Birmingham, Alabama, USA
    ",Don Frye,Mark Hall,"""The Predator""",,W,L,Open Weight Bout,KO/TKO,1,10:21,1 Rnd + OT (12-3),John McCarthy,Headbutt to Head From Guard,0,0,27 of 28,2 of 2,96%,100%,182 of 191,22 of 26,1 of 1,0 of 0,100%,---,0,0,0,0,--,--,0,0,27 of 28,2 of 2,96%,100%,182 of 191,22 of 26,1 of 1,0 of 0,100%,---,0,0,0,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 of 8,1 of 1,19 of 20,1 of 1,0 of 0,0 of 0,0 of 0,1 of 1,0 of 0,1 of 1,27 of 28,0 of 0,8 of 8,1 of 1,19 of 20,1 of 1,0 of 0,0 of 0,0 of 0,1 of 1,0 of 0,1 of 1,27 of 28,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/b71cb011942f3176,"
      July 12, 1996
    ","

      Birmingham, Alabama, USA
    ",Mark Coleman,Gary Goodridge,"""The Hammer""","""Big Daddy""",W,L,Open Weight Bout,Submission,1,7:00,1 Rnd + OT (12-3),John McCarthy,"Other From Back Control
      Position - Back Control",0,0,33 of 48,3 of 7,68%,42%,51 of 70,8 of 13,2 of 2,0 of 0,100%,---,0,0,0,0,--,--,0,0,33 of 48,3 of 7,68%,42%,51 of 70,8 of 13,2 of 2,0 of 0,100%,---,0,0,0,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33 of 48,1 of 4,0 of 0,1 of 2,0 of 0,1 of 1,2 of 3,0 of 3,19 of 26,3 of 4,12 of 19,0 of 0,33 of 48,1 of 4,0 of 0,1 of 2,0 of 0,1 of 1,2 of 3,0 of 3,19 of 26,3 of 4,12 of 19,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/e92abaf81ad5949b,"
      May 17, 1996
    ","

      Detroit, Michigan, USA
    ",Steve Nelmark,Tai Bowden,"""The Sandman""",,W,L,Open Weight Bout,TKO - Doctor's Stoppage,1,7:25,1 Rnd + OT (12-3),Joe Hamilton,Facial Cuts,0,0,13 of 16,4 of 4,81%,100%,39 of 43,20 of 20,2 of 2,0 of 0,100%,---,1,0,0,0,--,--,0,0,13 of 16,4 of 4,81%,100%,39 of 43,20 of 20,2 of 2,0 of 0,100%,---,1,0,0,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 of 15,2 of 2,1 of 1,0 of 0,0 of 0,2 of 2,1 of 2,2 of 2,1 of 1,2 of 2,11 of 13,0 of 0,12 of 15,2 of 2,1 of 1,0 of 0,0 of 0,2 of 2,1 of 2,2 of 2,1 of 1,2 of 2,11 of 13,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/31fc4d5d5d1a6126,"
      May 17, 1996
    ","

      Detroit, Michigan, USA
    ",Cal Worsham,Zane Frazier,,"""Nasty""",W,L,Open Weight Bout,KO/TKO,1,3:14,1 Rnd + OT (12-3),John McCarthy,"Punches to Head From Half Guard
      Submission to Strikes",0,0,9 of 11,1 of 2,81%,50%,29 of 33,1 of 2,1 of 1,0 of 0,100%,---,0,0,0,0,--,--,0,0,9 of 11,1 of 2,81%,50%,29 of 33,1 of 2,1 of 1,0 of 0,100%,---,0,0,0,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 of 6,0 of 1,2 of 2,1 of 1,1 of 3,0 of 0,1 of 3,1 of 2,0 of 0,0 of 0,8 of 8,0 of 0,6 of 6,0 of 1,2 of 2,1 of 1,1 of 3,0 of 0,1 of 3,1 of 2,0 of 0,0 of 0,8 of 8,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/6397fba14ce7f674,"
      July 12, 1996
    ","

      Birmingham, Alabama, USA
    ",Mark Coleman,Don Frye,"""The Hammer""","""The Predator""",W,L,UFC 10 Tournament Title Bout,KO/TKO,1,11:34,1 Rnd + 2OT (15-3-3),John McCarthy,Headbutts to Head From Side Control,0,0,34 of 60,1 of 6,56%,16%,71 of 105,17 of 22,3 of 5,0 of 2,60%,0%,2,0,0,1,--,--,0,0,34 of 60,1 of 6,56%,16%,71 of 105,17 of 22,3 of 5,0 of 2,60%,0%,2,0,0,1,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 of 56,1 of 6,4 of 4,0 of 0,0 of 0,0 of 0,2 of 4,1 of 6,4 of 5,0 of 0,28 of 51,0 of 0,30 of 56,1 of 6,4 of 4,0 of 0,0 of 0,0 of 0,2 of 4,1 of 6,4 of 5,0 of 0,28 of 51,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/ca62a52ab0bd9108,"
      May 17, 1996
    ","

      Detroit, Michigan, USA
    ",Mark Schultz,Gary Goodridge,,"""Big Daddy""",W,L,Open Weight Bout,TKO - Doctor's Stoppage,1,12:00,1 Rnd + OT (12-3),John McCarthy,Facial Cut,0,0,8 of 29,1 of 4,27%,25%,74 of 96,3 of 7,3 of 3,0 of 0,100%,---,0,0,0,0,--,--,0,0,8 of 29,1 of 4,27%,25%,74 of 96,3 of 7,3 of 3,0 of 0,100%,---,0,0,0,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 of 27,0 of 3,1 of 1,0 of 0,0 of 1,1 of 1,1 of 2,1 of 4,0 of 0,0 of 0,7 of 27,0 of 0,7 of 27,0 of 3,1 of 1,0 of 0,0 of 1,1 of 1,1 of 2,1 of 4,0 of 0,0 of 0,7 of 27,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/db845f2e28c22b4c,"
      May 17, 1996
    ","

      Detroit, Michigan, USA
    ",Don Frye,Amaury Bitetti,"""The Predator""",,W,L,Open Weight Bout,KO/TKO,1,9:30,1 Rnd + OT (12-3),John McCarthy,Knees to Head From Front Headlock,0,0,46 of 59,2 of 5,77%,40%,82 of 98,24 of 30,1 of 1,0 of 6,100%,0%,0,0,0,0,--,--,0,0,46 of 59,2 of 5,77%,40%,82 of 98,24 of 30,1 of 1,0 of 6,100%,0%,0,0,0,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27 of 39,1 of 4,19 of 20,0 of 0,0 of 0,1 of 1,1 of 5,2 of 2,11 of 16,0 of 3,34 of 38,0 of 0,27 of 39,1 of 4,19 of 20,0 of 0,0 of 0,1 of 1,1 of 5,2 of 2,11 of 16,0 of 3,34 of 38,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/6a060498e60756af,"
      May 17, 1996
    ","

      Detroit, Michigan, USA
    ",Dan Severn,Ken Shamrock,"""The Beast""","""The World's Most Dangerous Man""",W,L,UFC Superfight Championship Bout,Decision - Split,3,3:00,1 Rnd + 2OT (24-3-3),John McCarthy,,0,0,16 of 75,18 of 81,21%,22%,32 of 94,59 of 122,0 of 2,0 of 1,0%,0%,0,0,1,0,--,--,0,0,13 of 55,14 of 64,23%,21%,29 of 74,55 of 105,0 of 2,0 of 0,0%,---,0,0,1,0,--,--,0,0,0 of 4,0 of 2,0%,0%,0 of 4,0 of 2,0 of 0,0 of 0,---,---,0,0,0,0,--,--,0,0,3 of 16,4 of 15,18%,26%,3 of 16,4 of 15,0 of 0,0 of 1,---,0%,0,0,0,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 of 70,9 of 71,0 of 0,9 of 10,3 of 5,0 of 0,9 of 62,8 of 71,1 of 4,1 of 1,6 of 9,9 of 9,11 of 53,6 of 55,0 of 0,8 of 9,2 of 2,0 of 0,7 of 46,5 of 55,0 of 0,0 of 0,6 of 9,9 of 9,0 of 4,0 of 2,0 of 0,0 of 0,0 of 0,0 of 0,0 of 4,0 of 2,0 of 0,0 of 0,0 of 0,0 of 0,2 of 13,3 of 14,0 of 0,1 of 1,1 of 3,0 of 0,2 of 12,3 of 14,1 of 4,1 of 1,0 of 0,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/378ede9e541c82f9,"
      May 17, 1996
    ","

      Detroit, Michigan, USA
    ",Mark Hall,Koji Kitao,,,W,L,Open Weight Bout,TKO - Doctor's Stoppage,1,0:47,1 Rnd + OT (12-3),John McCarthy,Nose Injury,0,0,3 of 3,1 of 2,100%,50%,4 of 4,1 of 2,0 of 0,1 of 1,---,100%,0,0,0,0,--,--,0,0,3 of 3,1 of 2,100%,50%,4 of 4,1 of 2,0 of 0,1 of 1,---,100%,0,0,0,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 of 2,1 of 2,0 of 0,0 of 0,1 of 1,0 of 0,2 of 2,0 of 1,0 of 0,1 of 1,1 of 1,0 of 0,2 of 2,1 of 2,0 of 0,0 of 0,1 of 1,0 of 0,2 of 2,0 of 1,0 of 0,1 of 1,1 of 1,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/6b0430e9c97afec7,"
      December 16, 1995
    ","

      Denver, Colorado, USA
    ",David Abbott,Steve Jennum,"""Tank""",,W,L,Open Weight Bout,Submission,1,1:14,1 Rnd (15),John McCarthy,Neck Crank From Guard,0,0,1 of 1,0 of 1,100%,0%,3 of 5,1 of 2,1 of 1,0 of 0,100%,---,1,0,0,0,--,--,0,0,1 of 1,0 of 1,100%,0%,3 of 5,1 of 2,1 of 1,0 of 0,100%,---,1,0,0,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 of 1,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/7ffcc3a72e082ace,"
      December 16, 1995
    ","

      Denver, Colorado, USA
    ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,list index out of range,IndexError
http://ufcstats.com/fight-details/d45f9dfdb75a640f,"
      December 16, 1995
    ","

      Denver, Colorado, USA
    ",Oleg Taktarov,Dave Beneteau,"""The Russian Bear""","""Dangerous""",W,L,Open Weight Bout,Submission,1,1:15,1 Rnd (15),John McCarthy,Ankle Lock From Inoki-Ali Position,0,0,0 of 1,2 of 5,0%,40%,0 of 1,2 of 5,0 of 0,0 of 0,---,---,2,0,0,0,--,--,0,0,0 of 1,2 of 5,0%,40%,0 of 1,2 of 5,0 of 0,0 of 0,---,---,2,0,0,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 of 1,1 of 4,0 of 0,0 of 0,0 of 0,1 of 1,0 of 1,0 of 2,0 of 0,1 of 1,0 of 0,1 of 2,0 of 1,1 of 4,0 of 0,0 of 0,0 of 0,1 of 1,0 of 1,0 of 2,0 of 0,1 of 1,0 of 0,1 of 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/c89017008da245be,"
      May 17, 1996
    ","

      Detroit, Michigan, USA
    ",Rafael Carino,Matt Andersen,,,W,L,Open Weight Bout,KO/TKO,1,5:32,1 Rnd + OT (12-3),John McCarthy,Punches to Head From Mount,0,0,8 of 17,0 of 0,47%,---,33 of 48,5 of 5,1 of 1,0 of 0,100%,---,0,0,0,0,--,--,0,0,8 of 17,0 of 0,47%,---,33 of 48,5 of 5,1 of 1,0 of 0,100%,---,0,0,0,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 of 17,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,8 of 17,0 of 0,8 of 17,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,8 of 17,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/0d872527bbb3cd40,"
      December 16, 1995
    ","

      Denver, Colorado, USA
    ",Dan Severn,David Abbott,"""The Beast""","""Tank""",W,L,Open Weight Bout,Decision - Unanimous,1,18:00,1 Rnd (18),John McCarthy,,0,0,57 of 65,3 of 6,87%,50%,233 of 253,11 of 16,1 of 2,0 of 0,50%,---,0,0,0,0,--,--,0,0,57 of 65,3 of 6,87%,50%,233 of 253,11 of 16,1 of 2,0 of 0,50%,---,0,0,0,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36 of 43,3 of 6,16 of 17,0 of 0,5 of 5,0 of 0,0 of 0,0 of 2,5 of 5,2 of 3,52 of 60,1 of 1,36 of 43,3 of 6,16 of 17,0 of 0,5 of 5,0 of 0,0 of 0,0 of 2,5 of 5,2 of 3,52 of 60,1 of 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/3e39aac3e15d75bd,"
      December 16, 1995
    ","

      Denver, Colorado, USA
    ",Marco Ruas,Keith Hackney,"""King of the Streets""","""The Giant Killer""",W,L,Open Weight Bout,Submission,1,2:39,1 Rnd (15),John McCarthy,Rear Naked Choke,0,0,7 of 10,1 of 4,70%,25%,11 of 15,1 of 4,1 of 2,0 of 0,50%,---,1,0,0,0,--,--,0,0,7 of 10,1 of 4,70%,25%,11 of 15,1 of 4,1 of 2,0 of 0,50%,---,1,0,0,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 of 8,0 of 2,0 of 0,0 of 0,2 of 2,1 of 2,2 of 3,1 of 4,0 of 0,0 of 0,5 of 7,0 of 0,5 of 8,0 of 2,0 of 0,0 of 0,2 of 2,1 of 2,2 of 3,1 of 4,0 of 0,0 of 0,5 of 7,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/717f3c3932279196,"
      December 16, 1995
    ","

      Denver, Colorado, USA
    ",Oleg Taktarov,Marco Ruas,"""The Russian Bear""","""King of the Streets""",W,L,Open Weight Bout,Decision - Unanimous,1,18:00,1 Rnd (18),John McCarthy,,0,0,6 of 33,14 of 53,18%,26%,10 of 37,29 of 68,0 of 3,0 of 0,0%,---,1,0,0,0,--,--,0,0,6 of 33,14 of 53,18%,26%,10 of 37,29 of 68,0 of 3,0 of 0,0%,---,1,0,0,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 of 19,3 of 31,0 of 1,0 of 0,4 of 13,11 of 22,6 of 33,14 of 52,0 of 0,0 of 0,0 of 0,0 of 1,2 of 19,3 of 31,0 of 1,0 of 0,4 of 13,11 of 22,6 of 33,14 of 52,0 of 0,0 of 0,0 of 0,0 of 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
