fight_link,date,location,method,round,time,time_format,referee,details,name_1,name_2,stage_name_1,stage_name_2,win_loss_1,win_loss_2,kd_1,kd_2,sig_str_1,sig_str_2,total_str_1,total_str_2,sig_str_landed_1,sig_str_attempted_1,total_str_landed_1,total_str_attempted_1,sig_str_landed_2,sig_str_attempted_2,total_str_landed_2,total_str_attempted_2,sig_str_accuracy_1,total_str_accuracy_1,sig_str_accuracy_2,total_str_accuracy_2,winner,fight_time_seconds,total_fight_time_seconds
http://ufcstats.com/fight-details/920665daa1261dbc,2012-05-05,"East Rutherford, New Jersey, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,,John Hathaway,Pascal Krauss,"""The Hitman""","""Panzer""",W,L,1,0,68 of 154,33 of 95,123 of 219,48 of 113,68,154,123,219,33,95,48,113,0.44155844155844154,0.5616438356164384,0.3473684210526316,0.4247787610619469,John Hathaway,300,900
http://ufcstats.com/fight-details/c7be6a466d1d0a1e,2012-05-05,"East Rutherford, New Jersey, USA",KO/TKO,1,4:38,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head In Clinch,Pat Barry,Lavar Johnson,"""HD""","""Big""",L,W,0,1,15 of 22,39 of 71,22 of 29,46 of 78,15,22,22,29,39,71,46,78,0.6818181818181818,0.7586206896551724,0.5492957746478874,0.5897435897435898,Lavar Johnson,278,278
http://ufcstats.com/fight-details/ade59be2e9bc1108,2012-05-15,"Fairfax, Virginia, USA",Submission,1,1:40,3 Rnd (5-5-5),Todd McGovern,Rear Naked Choke,Rafael Dos Anjos,Kamal Shalorus,,"""Prince of Persia""",W,L,1,0,5 of 10,2 of 12,11 of 17,2 of 12,5,10,11,17,2,12,2,12,0.5,0.6470588235294118,0.16666666666666666,0.16666666666666666,Rafael Dos Anjos,100,100
http://ufcstats.com/fight-details/704a089fde021153,2012-05-05,"East Rutherford, New Jersey, USA",KO/TKO,1,4:18,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head From Guard,Rousimar Palhares,Alan Belcher,"""Toquinho""","""The Talent""",L,W,0,0,0 of 1,20 of 37,1 of 2,29 of 46,0,1,1,2,20,37,29,46,0.0,0.5,0.5405405405405406,0.6304347826086957,Alan Belcher,258,258
http://ufcstats.com/fight-details/a5fa3bf3dc91eb88,2012-05-05,"East Rutherford, New Jersey, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,,Josh Koscheck,Johny Hendricks,,"""Bigg Rigg""",L,W,0,0,33 of 89,55 of 120,57 of 115,82 of 153,33,89,57,115,55,120,82,153,0.3707865168539326,0.4956521739130435,0.4583333333333333,0.5359477124183006,Johny Hendricks,300,900
http://ufcstats.com/fight-details/db51d17ea03da745,2012-05-05,"East Rutherford, New Jersey, USA",Submission,2,4:09,5 Rnd (5-5-5-5-5),Keith Peterson,Guillotine Choke After Drop to Ground,Nate Diaz,Jim Miller,,"""A-10""",W,L,0,0,46 of 98,25 of 71,97 of 154,27 of 73,46,98,97,154,25,71,27,73,0.46938775510204084,0.6298701298701299,0.352112676056338,0.3698630136986301,Nate Diaz,249,549
http://ufcstats.com/fight-details/df5ab14481442365,2012-05-15,"Fairfax, Virginia, USA",Submission,1,3:05,3 Rnd (5-5-5),Keith Peterson,Guillotine Choke From Bottom Guard,Cody McKenzie,Marcus LeVesseur,,"""The Prospect""",W,L,0,0,1 of 7,7 of 14,10 of 16,8 of 15,1,7,10,16,7,14,8,15,0.14285714285714285,0.625,0.5,0.5333333333333333,Cody McKenzie,185,185
http://ufcstats.com/fight-details/3b1461ff02a3f98e,2012-05-15,"Fairfax, Virginia, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,,Brad Tavares,Dongi Yang,,"""The Ox""",W,L,0,0,39 of 159,32 of 83,47 of 167,44 of 95,39,159,47,167,32,83,44,95,0.24528301886792453,0.281437125748503,0.3855421686746988,0.4631578947368421,Brad Tavares,300,900
http://ufcstats.com/fight-details/57bbe424b0d6837c,2012-05-15,"Fairfax, Virginia, USA",KO/TKO,1,0:50,3 Rnd (5-5-5),Todd McGovern,Punch to Head At Distance,Jason MacDonald,Tom Lawlor,"""The Athlete""","""Filthy""",L,W,0,1,1 of 8,5 of 11,1 of 8,5 of 11,1,8,1,8,5,11,5,11,0.125,0.125,0.45454545454545453,0.45454545454545453,Tom Lawlor,50,50
http://ufcstats.com/fight-details/4655930eb83446c7,2012-05-15,"Fairfax, Virginia, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,,TJ Grant,Carlo Prater,,"""Neo""",W,L,0,0,68 of 113,27 of 61,116 of 163,33 of 67,68,113,116,163,27,61,33,67,0.6017699115044248,0.7116564417177914,0.4426229508196721,0.4925373134328358,TJ Grant,300,900
http://ufcstats.com/fight-details/e0e41464c1bc7ee1,2012-05-15,"Fairfax, Virginia, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Todd McGovern,,Yves Jabouin,Jeff Hougland,"""Tiger""","""Hellbound""",W,L,1,0,50 of 93,18 of 52,88 of 145,30 of 69,50,93,88,145,18,52,30,69,0.5376344086021505,0.6068965517241379,0.34615384615384615,0.43478260869565216,Yves Jabouin,300,900
http://ufcstats.com/fight-details/303db84673492cd6,2012-05-15,"Fairfax, Virginia, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,,Igor Pokrajac,Fabio Maldonado,"""The Duke""","""Caipira de Aco""",W,L,0,0,36 of 80,98 of 137,64 of 111,166 of 215,36,80,64,111,98,137,166,215,0.45,0.5765765765765766,0.7153284671532847,0.772093023255814,Igor Pokrajac,300,900
http://ufcstats.com/fight-details/49818fb1520ce956,2012-05-15,"Fairfax, Virginia, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,,Donald Cerrone,Jeremy Stephens,"""Cowboy""","""Lil' Heathen""",W,L,0,0,87 of 192,46 of 115,87 of 192,50 of 119,87,192,87,192,46,115,50,119,0.453125,0.453125,0.4,0.42016806722689076,Donald Cerrone,300,900
http://ufcstats.com/fight-details/9cdeb62aa9092713,2012-05-26,"Las Vegas, Nevada, USA",KO/TKO,1,3:23,3 Rnd (5-5-5),Steve Mazzagatti,Punches to Head In Clinch,Edson Barboza,Jamie Varner,"""Junior""",,L,W,0,1,11 of 17,20 of 35,11 of 17,33 of 57,11,17,11,17,20,35,33,57,0.6470588235294118,0.6470588235294118,0.5714285714285714,0.5789473684210527,Jamie Varner,203,203
http://ufcstats.com/fight-details/3fc1ebe73920a2a7,2012-05-26,"Las Vegas, Nevada, USA",Submission,1,1:54,3 Rnd (5-5-5),Herb Dean,Triangle Armbar From Bottom,Jacob Volkmann,Paul Sass,"""Christmas""",,L,W,0,0,2 of 5,1 of 4,3 of 6,2 of 7,2,5,3,6,1,4,2,7,0.4,0.5,0.25,0.2857142857142857,Paul Sass,114,114
http://ufcstats.com/fight-details/0b4ac9bcf5dbb382,2012-05-15,"Fairfax, Virginia, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Keith Peterson,,Amir Sadollah,Jorge Lopez,,,W,L,0,0,36 of 83,32 of 61,77 of 129,39 of 72,36,83,77,129,32,61,39,72,0.43373493975903615,0.5968992248062015,0.5245901639344263,0.5416666666666666,Amir Sadollah,300,900
http://ufcstats.com/fight-details/b187bdcc2ceba00f,2012-05-26,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Diego Brandao,Darren Elkins,"""DB""","""The Damage""",L,W,0,0,23 of 47,36 of 88,46 of 79,115 of 187,23,47,46,79,36,88,115,187,0.48936170212765956,0.5822784810126582,0.4090909090909091,0.6149732620320856,Darren Elkins,300,900
http://ufcstats.com/fight-details/a8ec9c513d28c25c,2012-05-15,"Fairfax, Virginia, USA",Submission,4,1:07,5 Rnd (5-5-5-5-5),Dan Miragliotta,"D'Arce Choke From Front Headlock
      Technical Submission",Chan Sung Jung,Dustin Poirier,"""The Korean Zombie""","""The Diamond""",W,L,0,0,74 of 154,56 of 127,149 of 240,70 of 146,74,154,149,240,56,127,70,146,0.4805194805194805,0.6208333333333333,0.4409448818897638,0.4794520547945205,Chan Sung Jung,67,967
http://ufcstats.com/fight-details/8238c5f16d0b39c3,2012-05-26,"Las Vegas, Nevada, USA",KO/TKO,1,3:51,3 Rnd (5-5-5),Josh Rosenthal,Punch to Head At Distance,Dan Hardy,Duane Ludwig,"""The Outlaw""","""Bang""",W,L,1,0,18 of 29,17 of 38,19 of 31,17 of 39,18,29,19,31,17,38,17,39,0.6206896551724138,0.6129032258064516,0.4473684210526316,0.4358974358974359,Dan Hardy,231,231
http://ufcstats.com/fight-details/de8e1dd07ad49c94,2012-05-26,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,,Jason Miller,CB Dollaway,"""Mayhem""","""The Doberman""",L,W,0,0,14 of 34,29 of 53,29 of 59,99 of 149,14,34,29,59,29,53,99,149,0.4117647058823529,0.4915254237288136,0.5471698113207547,0.6644295302013423,CB Dollaway,300,900
http://ufcstats.com/fight-details/cd2a60453f8ac133,2012-05-26,"Las Vegas, Nevada, USA",KO/TKO,2,3:14,3 Rnd (5-5-5),Yves Lavigne,Elbows to Head From Half Guard,Stipe Miocic,Shane del Rosario,,,W,L,0,0,32 of 84,32 of 49,58 of 115,33 of 50,32,84,58,115,32,49,33,50,0.38095238095238093,0.5043478260869565,0.6530612244897959,0.66,Stipe Miocic,194,494
http://ufcstats.com/fight-details/a8dc7400f270a144,2012-05-26,"Las Vegas, Nevada, USA",Submission,1,1:05,3 Rnd (5-5-5),Josh Rosenthal,Armbar On Ground,Stefan Struve,Lavar Johnson,"""Skyscraper""","""Big""",W,L,0,0,0 of 0,4 of 7,0 of 0,7 of 12,0,0,0,0,4,7,7,12,0.0,0.0,0.5714285714285714,0.5833333333333334,Stefan Struve,65,65
http://ufcstats.com/fight-details/1a699da1b1b5ef85,2012-05-26,"Las Vegas, Nevada, USA",KO/TKO,1,3:36,3 Rnd (5-5-5),Josh Rosenthal,Punches to Head From Mount,Cain Velasquez,Antonio Silva,,"""Bigfoot""",W,L,0,0,28 of 50,1 of 2,53 of 84,3 of 4,28,50,53,84,1,2,3,4,0.56,0.6309523809523809,0.5,0.75,Cain Velasquez,216,216
http://ufcstats.com/fight-details/00cf159d5e637238,2012-05-26,"Las Vegas, Nevada, USA",KO/TKO,1,0:51,3 Rnd (5-5-5),Steve Mazzagatti,Punch to Head At Distance,Roy Nelson,Dave Herman,"""Big Country""",,W,L,1,0,2 of 4,3 of 8,3 of 5,3 of 8,2,4,3,5,3,8,3,8,0.5,0.6,0.375,0.375,Roy Nelson,51,51
http://ufcstats.com/fight-details/c1c8b38d315d487b,2012-04-21,"Atlanta, Georgia, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Blake Grice,,Mark Bocek,John Alessio,,"""The Natural""",W,L,0,0,74 of 107,33 of 87,117 of 153,82 of 140,74,107,117,153,33,87,82,140,0.6915887850467289,0.7647058823529411,0.3793103448275862,0.5857142857142857,Mark Bocek,300,900
http://ufcstats.com/fight-details/41e6ace08a2679e1,2012-05-26,"Las Vegas, Nevada, USA",KO/TKO,2,3:04,5 Rnd (5-5-5-5-5),Herb Dean,Punch to Head At Distance,Junior Dos Santos,Frank Mir,"""Cigano""",,W,L,1,0,59 of 89,17 of 37,63 of 97,17 of 37,59,89,63,97,17,37,17,37,0.6629213483146067,0.6494845360824743,0.4594594594594595,0.4594594594594595,Junior Dos Santos,184,484
http://ufcstats.com/fight-details/a6c02fb0b18e916c,2012-04-21,"Atlanta, Georgia, USA",Submission,1,2:29,3 Rnd (5-5-5),Mario Yamasaki,Arm Triangle From Side Control,Travis Browne,Chad Griggs,"""Hapa""","""The Grave Digger""",W,L,0,0,4 of 8,0 of 3,7 of 11,6 of 10,4,8,7,11,0,3,6,10,0.5,0.6363636363636364,0.0,0.6,Travis Browne,149,149
http://ufcstats.com/fight-details/eb5cd79e00dd5cd2,2012-04-21,"Atlanta, Georgia, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,,Mark Hominick,Eddie Yagin,"""The Machine""","""The Filipino Phenom""",L,W,0,2,110 of 210,84 of 284,116 of 217,100 of 301,110,210,116,217,84,284,100,301,0.5238095238095238,0.5345622119815668,0.29577464788732394,0.33222591362126247,Eddie Yagin,300,900
http://ufcstats.com/fight-details/33a93002fef6c89d,2012-04-21,"Atlanta, Georgia, USA",KO/TKO,1,3:18,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,Miguel Torres,Michael McDonald,,"""Mayday""",L,W,0,1,8 of 29,16 of 59,8 of 29,16 of 59,8,29,8,29,16,59,16,59,0.27586206896551724,0.27586206896551724,0.2711864406779661,0.2711864406779661,Michael McDonald,198,198
http://ufcstats.com/fight-details/4966e9d7479c8d8d,2012-04-21,"Atlanta, Georgia, USA",KO/TKO,2,2:20,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head From Back Control,Rory MacDonald,Che Mills,"""Red King""","""Beautiful""",W,L,0,0,47 of 69,6 of 22,75 of 99,21 of 38,47,69,75,99,6,22,21,38,0.6811594202898551,0.7575757575757576,0.2727272727272727,0.5526315789473685,Rory MacDonald,140,440
http://ufcstats.com/fight-details/41d170c5da83c8be,2012-04-21,"Atlanta, Georgia, USA",KO/TKO,1,1:10,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,Brendan Schaub,Ben Rothwell,"""Big Brown""",,L,W,0,1,9 of 17,8 of 17,9 of 17,8 of 18,9,17,9,17,8,17,8,18,0.5294117647058824,0.5294117647058824,0.47058823529411764,0.4444444444444444,Ben Rothwell,70,70
http://ufcstats.com/fight-details/9dc5b5f29d9ff028,2012-04-21,"Atlanta, Georgia, USA",Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,,Jon Jones,Rashad Evans,"""Bones""","""Suga""",W,L,0,0,105 of 214,45 of 151,116 of 228,49 of 155,105,214,116,228,45,151,49,155,0.49065420560747663,0.5087719298245614,0.2980132450331126,0.3161290322580645,Jon Jones,300,1500
http://ufcstats.com/fight-details/5e69e2fa8421ce5e,2012-10-05,"Minneapolis, Minnesota, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,,Marcus LeVesseur,Carlo Prater,"""The Prospect""","""Neo""",W,L,0,0,53 of 77,42 of 79,109 of 140,54 of 91,53,77,109,140,42,79,54,91,0.6883116883116883,0.7785714285714286,0.5316455696202531,0.5934065934065934,Marcus LeVesseur,300,900
http://ufcstats.com/fight-details/a80162f4c8842da3,2012-10-05,"Minneapolis, Minnesota, USA",Submission,1,2:38,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,Jacob Volkmann,Shane Roller,"""Christmas""",,W,L,0,0,8 of 25,0 of 7,14 of 32,0 of 7,8,25,14,32,0,7,0,7,0.32,0.4375,0.0,0.0,Jacob Volkmann,158,158
http://ufcstats.com/fight-details/28990faebda68fa8,2012-10-05,"Minneapolis, Minnesota, USA",KO/TKO,2,0:29,3 Rnd (5-5-5),Darryl Guthmiller,Punch to Head At Distance,Aaron Simpson,Mike Pierce,"""A-Train""",,L,W,1,1,28 of 44,10 of 21,50 of 72,21 of 32,28,44,50,72,10,21,21,32,0.6363636363636364,0.6944444444444444,0.47619047619047616,0.65625,Mike Pierce,29,329
http://ufcstats.com/fight-details/a6548a1e188c53fb,2012-10-05,"Minneapolis, Minnesota, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Darryl Guthmiller,,Bart Palaszewski,Diego Nunes,"""Bartimus""","""The Gun""",L,W,0,2,37 of 119,61 of 137,45 of 128,68 of 148,37,119,45,128,61,137,68,148,0.31092436974789917,0.3515625,0.44525547445255476,0.4594594594594595,Diego Nunes,300,900
http://ufcstats.com/fight-details/147c04a6798a69c3,2012-10-05,"Minneapolis, Minnesota, USA",Submission,2,3:38,3 Rnd (5-5-5),Nick Gamst,Rear Naked Choke,Darren Uyenoyama,Phil Harris,"""BC""","""Billy""",W,L,0,0,7 of 43,10 of 57,16 of 55,13 of 62,7,43,16,55,10,57,13,62,0.16279069767441862,0.2909090909090909,0.17543859649122806,0.20967741935483872,Darren Uyenoyama,218,518
http://ufcstats.com/fight-details/e843a7a6f49db3bb,2012-11-17,"Montreal, Quebec, Canada",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc-Andre Cote,,Steven Siler,Darren Elkins,"""Super""","""The Damage""",L,W,0,0,15 of 48,44 of 91,61 of 96,103 of 159,15,48,61,96,44,91,103,159,0.3125,0.6354166666666666,0.4835164835164835,0.6477987421383647,Darren Elkins,300,900
http://ufcstats.com/fight-details/9b6806203bc4875a,2012-11-17,"Montreal, Quebec, Canada",Submission,1,2:44,3 Rnd (5-5-5),Philippe Chartier,Armbar From Bottom Guard,Ivan Menjivar,Azamat Gashimov,"""The Pride of El Salvador""",,W,L,0,0,6 of 10,4 of 13,25 of 32,18 of 28,6,10,25,32,4,13,18,28,0.6,0.78125,0.3076923076923077,0.6428571428571429,Ivan Menjivar,164,164
http://ufcstats.com/fight-details/e3072951bb030826,2012-10-13,"Rio de Janeiro, Brazil",Decision - Split,3,5:00,3 Rnd (5-5-5),Fernando Yamasaki,,Cristiano Marcello,Reza Madadi,,"""Mad Dog""",W,L,0,0,72 of 241,77 of 151,77 of 251,88 of 163,72,241,77,251,77,151,88,163,0.2987551867219917,0.30677290836653387,0.5099337748344371,0.5398773006134969,Cristiano Marcello,300,900
http://ufcstats.com/fight-details/f6d8bdc3cdcf1dd8,2012-11-17,"Montreal, Quebec, Canada",Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,,Antonio Carvalho,Rodrigo Damm,"""Pato""",,W,L,0,0,48 of 150,50 of 158,48 of 150,50 of 158,48,150,48,150,50,158,50,158,0.32,0.32,0.31645569620253167,0.31645569620253167,Antonio Carvalho,300,900
http://ufcstats.com/fight-details/fc9ec3a01d0129b6,2012-12-29,"Las Vegas, Nevada, USA",Submission,3,1:11,3 Rnd (5-5-5),Chris Tognoni,Guillotine Choke Standing,Chris Cariaso,John Moraga,"""Kamikaze""",,L,W,0,0,39 of 122,26 of 74,41 of 124,31 of 79,39,122,41,124,26,74,31,79,0.319672131147541,0.33064516129032256,0.35135135135135137,0.3924050632911392,John Moraga,71,671
http://ufcstats.com/fight-details/467d2dc6a71e1b00,2012-11-17,"Montreal, Quebec, Canada",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc-Andre Cote,,Sam Stout,John Makdessi,"""Hands of Stone""","""The Bull""",L,W,0,0,63 of 369,84 of 157,63 of 369,84 of 157,63,369,63,369,84,157,84,157,0.17073170731707318,0.17073170731707318,0.535031847133758,0.535031847133758,John Makdessi,300,900
http://ufcstats.com/fight-details/e0a69c1f4a019727,2012-09-29,"Nottingham, England, United Kingdom",KO/TKO,1,0:23,3 Rnd (5-5-5),Marc Goddard,Punch to Head At Distance,Jason Young,Robert Peralta,"""Shotgun""","""Problems""",L,W,0,1,2 of 2,7 of 17,2 of 2,7 of 17,2,2,2,2,7,17,7,17,1.0,1.0,0.4117647058823529,0.4117647058823529,Robert Peralta,23,23
http://ufcstats.com/fight-details/f4273b2155fe20fe,2013-01-19,"Sao Paulo, Brazil",Submission,2,1:50,3 Rnd (5-5-5),Marc Goddard,Arm Triangle From Half Guard,Francisco Trinaldo,CJ Keith,"""Massaranduba""",,W,L,0,0,12 of 19,3 of 9,27 of 34,5 of 11,12,19,27,34,3,9,5,11,0.631578947368421,0.7941176470588235,0.3333333333333333,0.45454545454545453,Francisco Trinaldo,110,410
http://ufcstats.com/fight-details/a551d93167533459,2012-12-29,"Las Vegas, Nevada, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Kim Winslow,,Leonard Garcia,Max Holloway,"""Bad Boy""","""Blessed""",L,W,0,1,89 of 359,120 of 269,92 of 367,122 of 273,89,359,92,367,120,269,122,273,0.2479108635097493,0.2506811989100817,0.44609665427509293,0.4468864468864469,Max Holloway,300,900
http://ufcstats.com/fight-details/30ebe705eac7b121,2012-11-17,"Montreal, Quebec, Canada",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,,Matthew Riddle,John Maguire,"""Deep Waters""","""The One""",W,L,0,0,45 of 163,37 of 109,74 of 195,38 of 110,45,163,74,195,37,109,38,110,0.27607361963190186,0.37948717948717947,0.3394495412844037,0.34545454545454546,Matthew Riddle,300,900
http://ufcstats.com/fight-details/9bec9d2d0dd1d7f7,2013-11-16,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Brian Ebersole,Rick Story,"""Bad Boy""","""The Horror""",L,W,0,1,42 of 114,71 of 199,42 of 114,75 of 203,42,114,42,114,71,199,75,203,0.3684210526315789,0.3684210526315789,0.35678391959798994,0.3694581280788177,Rick Story,300,900
http://ufcstats.com/fight-details/84500d5c1aba97a2,2012-12-29,"Las Vegas, Nevada, USA",KO/TKO,1,2:04,3 Rnd (5-5-5),Yves Lavigne,Punches to Head At Distance,Philip De Fries,Todd Duffee,,,L,W,0,1,7 of 13,20 of 31,12 of 18,22 of 33,7,13,12,18,20,31,22,33,0.5384615384615384,0.6666666666666666,0.6451612903225806,0.6666666666666666,Todd Duffee,124,124
http://ufcstats.com/fight-details/d8b864e673f53ec2,2013-11-16,"Las Vegas, Nevada, USA",KO/TKO,2,1:22,3 Rnd (5-5-5),Kim Winslow,Punch to Head At Distance,Cody Donovan,Gian Villante,"""Donnybrook""",,L,W,0,1,51 of 90,43 of 82,55 of 94,57 of 97,51,90,55,94,43,82,57,97,0.5666666666666667,0.5851063829787234,0.524390243902439,0.5876288659793815,Gian Villante,82,382
http://ufcstats.com/fight-details/5cce3bc28ddb158f,2013-11-09,"Goiania, Goias, Brazil",KO/TKO,3,3:19,3 Rnd (5-5-5),Kevin MacDonald,Punches to Head From Back Control,Jose Maria,Dustin Ortiz,"""No Chance""",,L,W,0,0,43 of 80,55 of 104,55 of 92,103 of 155,43,80,55,92,55,104,103,155,0.5375,0.5978260869565217,0.5288461538461539,0.6645161290322581,Dustin Ortiz,199,799
http://ufcstats.com/fight-details/a4d7e8241422ed41,2013-11-16,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,,Jason High,Anthony Lapsley,"""The Kansas City Bandit""","""The Recipe""",W,L,0,0,5 of 12,8 of 19,41 of 54,72 of 85,5,12,41,54,8,19,72,85,0.4166666666666667,0.7592592592592593,0.42105263157894735,0.8470588235294118,Jason High,300,900
http://ufcstats.com/fight-details/55f4c3598797ce6f,2013-11-16,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Will Campuzano,Sergio Pettis,,,L,W,0,0,41 of 92,81 of 121,75 of 131,93 of 135,41,92,75,131,81,121,93,135,0.44565217391304346,0.5725190839694656,0.6694214876033058,0.6888888888888889,Sergio Pettis,300,900
http://ufcstats.com/fight-details/3081e6e1bc1235a8,2013-11-16,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kim Winslow,,Tim Elliott,Ali Bagautinov,,"""Puncher""",L,W,0,0,48 of 158,43 of 150,72 of 188,43 of 150,48,158,72,188,43,150,43,150,0.3037974683544304,0.3829787234042553,0.2866666666666667,0.2866666666666667,Ali Bagautinov,300,900
http://ufcstats.com/fight-details/67222a0d79c83086,2013-11-16,"Las Vegas, Nevada, USA",Submission,2,3:49,3 Rnd (5-5-5),Mario Yamasaki,Triangle Choke From Bottom Guard,Donald Cerrone,Evan Dunham,"""Cowboy""",,W,L,1,0,32 of 67,24 of 72,34 of 69,29 of 77,32,67,34,69,24,72,29,77,0.47761194029850745,0.4927536231884058,0.3333333333333333,0.37662337662337664,Donald Cerrone,229,529
http://ufcstats.com/fight-details/e9ed827818e8cadf,2013-11-16,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kim Winslow,,Ed Herman,Thales Leites,"""Short Fuse""",,L,W,0,0,14 of 37,20 of 35,51 of 76,47 of 66,14,37,51,76,20,35,47,66,0.3783783783783784,0.6710526315789473,0.5714285714285714,0.7121212121212122,Thales Leites,300,900
http://ufcstats.com/fight-details/1f5c71dd2a0672ac,2013-11-16,"Las Vegas, Nevada, USA",KO/TKO,1,4:38,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,Josh Koscheck,Tyron Woodley,,"""The Chosen One""",L,W,0,2,5 of 15,22 of 34,7 of 17,47 of 59,5,15,7,17,22,34,47,59,0.3333333333333333,0.4117647058823529,0.6470588235294118,0.7966101694915254,Tyron Woodley,278,278
http://ufcstats.com/fight-details/9cc0582c703637aa,2013-11-16,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kim Winslow,,Erik Perez,Edwin Figueroa,"""Goyito""","""El Feroz""",W,L,1,0,50 of 108,18 of 85,120 of 178,21 of 88,50,108,120,178,18,85,21,88,0.46296296296296297,0.6741573033707865,0.21176470588235294,0.23863636363636365,Erik Perez,300,900
http://ufcstats.com/fight-details/6c1fa30e1dd38c0b,2013-11-16,"Las Vegas, Nevada, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,,Rory MacDonald,Robbie Lawler,"""Red King""","""Ruthless""",L,W,0,1,37 of 107,44 of 102,41 of 111,65 of 126,37,107,41,111,44,102,65,126,0.34579439252336447,0.36936936936936937,0.43137254901960786,0.5158730158730159,Robbie Lawler,300,900
http://ufcstats.com/fight-details/7ff036c99621eb1c,2013-11-16,"Las Vegas, Nevada, USA",Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Mario Yamasaki,,Georges St-Pierre,Johny Hendricks,"""Rush""","""Bigg Rigg""",W,L,0,0,101 of 221,85 of 194,125 of 245,142 of 252,101,221,125,245,85,194,142,252,0.45701357466063347,0.5102040816326531,0.4381443298969072,0.5634920634920635,Georges St-Pierre,300,1500
http://ufcstats.com/fight-details/25cb0e15dfc8deb3,2013-11-16,"Las Vegas, Nevada, USA",KO/TKO,1,4:05,3 Rnd (5-5-5),Herb Dean,Punches to Head From Back Control,Rashad Evans,Chael Sonnen,"""Suga""",,W,L,0,0,20 of 28,3 of 14,32 of 42,15 of 26,20,28,32,42,3,14,15,26,0.7142857142857143,0.7619047619047619,0.21428571428571427,0.5769230769230769,Rashad Evans,245,245
http://ufcstats.com/fight-details/2dd0a47f43dfe8f6,2013-11-09,"Goiania, Goias, Brazil",Submission,2,2:49,3 Rnd (5-5-5),Mario Yamasaki,Straight Armbar From Half Guard,Adriano Martins,Daron Cruickshank,,"""Detroit Superstar""",W,L,0,0,16 of 22,8 of 26,38 of 45,9 of 27,16,22,38,45,8,26,9,27,0.7272727272727273,0.8444444444444444,0.3076923076923077,0.3333333333333333,Adriano Martins,169,469
http://ufcstats.com/fight-details/2e042964c6498e7a,2013-11-09,"Goiania, Goias, Brazil",KO/TKO,1,0:40,3 Rnd (5-5-5),Kevin MacDonald,Kick to Head At Distance,Rony Jason,Jeremy Stephens,,"""Lil' Heathen""",L,W,0,1,1 of 5,3 of 3,1 of 5,3 of 3,1,5,1,5,3,3,3,3,0.2,0.2,1.0,1.0,Jeremy Stephens,40,40
