fight_link,date,location,method,round,time,time_format,referee,details,name_1,name_2,stage_name_1,stage_name_2,win_loss_1,win_loss_2,kd_1,kd_2,sig_str_1,sig_str_2,total_str_1,total_str_2,sig_str_landed_1,sig_str_attempted_1,total_str_landed_1,total_str_attempted_1,sig_str_landed_2,sig_str_attempted_2,total_str_landed_2,total_str_attempted_2,sig_str_accuracy_1,total_str_accuracy_1,sig_str_accuracy_2,total_str_accuracy_2,winner,fight_time_seconds,total_fight_time_seconds
http://ufcstats.com/fight-details/c8f946610906bffe,2016-07-30,"Atlanta, Georgia, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Blake Grice,,Ryan Benoit,Fredy Serrano,"""Baby Face""","""El Profe""",W,L,1,0,31 of 58,22 of 60,45 of 76,67 of 116,31,58,45,76,22,60,67,116,0.5344827586206896,0.5921052631578947,0.36666666666666664,0.5775862068965517,Ryan Benoit,300,900
http://ufcstats.com/fight-details/c67e5fec8e1876f0,2016-07-30,"Atlanta, Georgia, USA",KO/TKO,1,2:12,5 Rnd (5-5-5-5-5),Dan Miragliotta,Punch to Head At Distance,Robbie Lawler,Tyron Woodley,"""Ruthless""","""The Chosen One""",L,W,0,1,3 of 6,8 of 11,4 of 7,8 of 11,3,6,4,7,8,11,8,11,0.5,0.5714285714285714,0.7272727272727273,0.7272727272727273,Tyron Woodley,132,132
http://ufcstats.com/fight-details/34644c44229e41a1,2016-08-06,"Salt Lake City, Utah, USA",KO/TKO,1,2:32,3 Rnd (5-5-5),Dave Seljestad,Punches to Head At Distance,Teruto Ishihara,Horacio Gutierrez,"""Yashabo""","""The Punisher""",W,L,1,0,13 of 25,5 of 18,13 of 25,5 of 18,13,25,13,25,5,18,5,18,0.52,0.52,0.2777777777777778,0.2777777777777778,Teruto Ishihara,152,152
http://ufcstats.com/fight-details/7f3763caa99a3486,2016-07-30,"Atlanta, Georgia, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Blake Grice,,Rose Namajunas,Karolina Kowalkiewicz,"""Thug""",,L,W,0,0,70 of 145,84 of 242,74 of 149,128 of 293,70,145,74,149,84,242,128,293,0.4827586206896552,0.4966442953020134,0.34710743801652894,0.43686006825938567,Karolina Kowalkiewicz,300,900
http://ufcstats.com/fight-details/cb76509b5c2f2a90,2016-08-06,"Salt Lake City, Utah, USA",KO/TKO,2,1:25,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,David Teymur,Jason Novelli,,"""Flipside""",W,L,1,0,26 of 61,8 of 28,26 of 61,9 of 29,26,61,26,61,8,28,9,29,0.4262295081967213,0.4262295081967213,0.2857142857142857,0.3103448275862069,David Teymur,85,385
http://ufcstats.com/fight-details/58c73a9562adcfe5,2016-08-06,"Salt Lake City, Utah, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,,Maryna Moroz,Danielle Taylor,"""Iron Lady""","""Dynamite""",W,L,0,0,17 of 251,17 of 102,17 of 251,17 of 102,17,251,17,251,17,102,17,102,0.06772908366533864,0.06772908366533864,0.16666666666666666,0.16666666666666666,Maryna Moroz,300,900
http://ufcstats.com/fight-details/4a46b63c19cfa932,2016-08-06,"Salt Lake City, Utah, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,,Court McGee,Dominique Steele,"""The Crusher""","""Non-Stop Action-Packed""",W,L,0,0,15 of 39,23 of 65,55 of 82,45 of 88,15,39,55,82,23,65,45,88,0.38461538461538464,0.6707317073170732,0.35384615384615387,0.5113636363636364,Court McGee,300,900
http://ufcstats.com/fight-details/3fe9e895b2a45049,2016-08-06,"Salt Lake City, Utah, USA",KO/TKO,2,0:53,3 Rnd (5-5-5),John McCarthy,Kick to Head At Distance,Viktor Pesta,Marcin Tybura,,"""Tybur""",L,W,0,1,3 of 42,15 of 62,4 of 43,20 of 67,3,42,4,43,15,62,20,67,0.07142857142857142,0.09302325581395349,0.24193548387096775,0.29850746268656714,Marcin Tybura,53,353
http://ufcstats.com/fight-details/537c77f3b75a75ae,2016-08-06,"Salt Lake City, Utah, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,,Cub Swanson,Tatsuya Kawajiri,,"""Crusher""",W,L,0,0,67 of 109,23 of 101,91 of 133,51 of 132,67,109,91,133,23,101,51,132,0.6146788990825688,0.6842105263157895,0.22772277227722773,0.38636363636363635,Cub Swanson,300,900
http://ufcstats.com/fight-details/e35d878ba90d9769,2016-08-06,"Salt Lake City, Utah, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,,Trevor Smith,Joseph Gigliotti,"""Hot Sauce""","""Capo""",W,L,1,0,42 of 69,15 of 31,105 of 137,24 of 40,42,69,105,137,15,31,24,40,0.6086956521739131,0.7664233576642335,0.4838709677419355,0.6,Trevor Smith,300,900
http://ufcstats.com/fight-details/78410b48feaba213,2016-08-06,"Salt Lake City, Utah, USA",Submission,3,2:58,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke,Thales Leites,Chris Camozzi,,,W,L,0,0,36 of 53,8 of 15,58 of 82,11 of 18,36,53,58,82,8,15,11,18,0.6792452830188679,0.7073170731707317,0.5333333333333333,0.6111111111111112,Thales Leites,178,778
http://ufcstats.com/fight-details/0344687c9852b1d2,2016-08-06,"Salt Lake City, Utah, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,,Dennis Bermudez,Rony Jason,"""The Menace""",,W,L,0,0,48 of 95,9 of 41,77 of 127,16 of 48,48,95,77,127,9,41,16,48,0.5052631578947369,0.6062992125984252,0.21951219512195122,0.3333333333333333,Dennis Bermudez,300,900
http://ufcstats.com/fight-details/787d94246afe18a3,2016-08-06,"Salt Lake City, Utah, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Santiago Ponzinibbio,Zak Cummings,"""Argentine Dagger""",,W,L,0,0,58 of 126,35 of 152,60 of 128,35 of 152,58,126,60,128,35,152,35,152,0.4603174603174603,0.46875,0.23026315789473684,0.23026315789473684,Santiago Ponzinibbio,300,900
http://ufcstats.com/fight-details/0294253e4a5b4725,2016-08-20,"Las Vegas, Nevada, USA",KO/TKO,3,2:18,3 Rnd (5-5-5),Mark Smith,Punches to Head On Ground,Colby Covington,Max Griffin,"""Chaos""","""Pain""",W,L,0,0,26 of 46,13 of 35,161 of 216,33 of 58,26,46,161,216,13,35,33,58,0.5652173913043478,0.7453703703703703,0.37142857142857144,0.5689655172413793,Colby Covington,138,738
http://ufcstats.com/fight-details/41eb39f532e148d9,2016-08-20,"Las Vegas, Nevada, USA",Submission,1,4:30,3 Rnd (5-5-5),Dan Miragliotta,Guillotine Choke On Ground,Alberto Uda,Marvin Vettori,,"""The Italian Dream""",L,W,0,0,4 of 9,10 of 14,21 of 27,50 of 68,4,9,21,27,10,14,50,68,0.4444444444444444,0.7777777777777778,0.7142857142857143,0.7352941176470589,Marvin Vettori,270,270
http://ufcstats.com/fight-details/ec067e9c9efd7aa1,2016-08-20,"Las Vegas, Nevada, USA",KO/TKO,1,4:08,3 Rnd (5-5-5),Dan Miragliotta,Elbows to Head In Clinch,Neil Magny,Lorenz Larkin,"""The Haitian Sensation""","""The Monsoon""",L,W,0,1,8 of 23,32 of 48,13 of 29,34 of 50,8,23,13,29,32,48,34,50,0.34782608695652173,0.4482758620689655,0.6666666666666666,0.68,Lorenz Larkin,248,248
http://ufcstats.com/fight-details/d101d2ed58a7cf84,2016-08-20,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,,Artem Lobov,Chris Avila,"""The Russian Hammer""",,W,L,0,0,53 of 117,42 of 128,63 of 128,63 of 150,53,117,63,128,42,128,63,150,0.452991452991453,0.4921875,0.328125,0.42,Artem Lobov,300,900
http://ufcstats.com/fight-details/ec381753e852cb63,2016-08-20,"Las Vegas, Nevada, USA",Submission,1,4:34,3 Rnd (5-5-5),Mark Smith,Armbar From Bottom Guard,Randa Markos,Cortney Casey,"""Quiet Storm""","""Cast Iron""",L,W,0,0,4 of 17,21 of 36,38 of 51,29 of 44,4,17,38,51,21,36,29,44,0.23529411764705882,0.7450980392156863,0.5833333333333334,0.6590909090909091,Cortney Casey,274,274
http://ufcstats.com/fight-details/dbc72a4092a0b296,2016-08-20,"Las Vegas, Nevada, USA",KO/TKO,1,0:48,3 Rnd (5-5-5),John McCarthy,Punch to Head At Distance,Cody Garbrandt,Takeya Mizugaki,"""No Love""",,W,L,1,0,12 of 27,4 of 9,13 of 28,6 of 11,12,27,13,28,4,9,6,11,0.4444444444444444,0.4642857142857143,0.4444444444444444,0.5454545454545454,Cody Garbrandt,48,48
http://ufcstats.com/fight-details/570f3407722cc512,2016-08-06,"Salt Lake City, Utah, USA",Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,,Yair Rodriguez,Alex Caceres,"""El Pantera""","""Bruce Leeroy""",W,L,0,0,120 of 338,62 of 196,124 of 343,65 of 202,120,338,124,343,62,196,65,202,0.35502958579881655,0.36151603498542273,0.3163265306122449,0.3217821782178218,Yair Rodriguez,300,1500
http://ufcstats.com/fight-details/70f08a4771138817,2016-08-20,"Las Vegas, Nevada, USA",KO/TKO,1,3:38,3 Rnd (5-5-5),John McCarthy,Punch to Head At Distance,Hyun Gyu Lim,Mike Perry,"""The Ace""","""Platinum""",L,W,0,3,8 of 29,31 of 50,8 of 29,50 of 69,8,29,8,29,31,50,50,69,0.27586206896551724,0.27586206896551724,0.62,0.7246376811594203,Mike Perry,218,218
http://ufcstats.com/fight-details/a69a6da9560ed62c,2016-08-20,"Las Vegas, Nevada, USA",KO/TKO,2,2:56,3 Rnd (5-5-5),Herb Dean,Punches to Head In Clinch,Tim Means,Sabah Homasi,"""The Dirty Bird""",,W,L,0,0,71 of 118,33 of 80,82 of 130,38 of 88,71,118,82,130,33,80,38,88,0.6016949152542372,0.6307692307692307,0.4125,0.4318181818181818,Tim Means,176,476
http://ufcstats.com/fight-details/781f9a642e7a9278,2016-08-20,"Las Vegas, Nevada, USA",KO/TKO,2,2:02,3 Rnd (5-5-5),Herb Dean,Kick to Head In Clinch,Rick Story,Donald Cerrone,"""The Horror""","""Cowboy""",L,W,0,1,17 of 51,45 of 73,19 of 54,48 of 76,17,51,19,54,45,73,48,76,0.3333333333333333,0.35185185185185186,0.6164383561643836,0.631578947368421,Donald Cerrone,122,422
http://ufcstats.com/fight-details/c0329bd8d3b302c6,2016-08-20,"Las Vegas, Nevada, USA",KO/TKO,1,0:13,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,Anthony Johnson,Glover Teixeira,"""Rumble""",,W,L,1,0,4 of 8,1 of 3,4 of 8,1 of 3,4,8,4,8,1,3,1,3,0.5,0.5,0.3333333333333333,0.3333333333333333,Anthony Johnson,13,13
http://ufcstats.com/fight-details/6b6680338558bd46,2016-08-20,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Raquel Pennington,Elizabeth Phillips,"""Rocky""",,W,L,0,0,33 of 50,15 of 34,81 of 102,34 of 58,33,50,81,102,15,34,34,58,0.66,0.7941176470588235,0.4411764705882353,0.5862068965517241,Raquel Pennington,300,900
http://ufcstats.com/fight-details/648396cc751c730d,2016-08-20,"Las Vegas, Nevada, USA",Decision - Majority,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,,Nate Diaz,Conor McGregor,,"""The Notorious""",L,W,0,3,166 of 343,164 of 286,252 of 435,197 of 322,166,343,252,435,164,286,197,322,0.4839650145772595,0.5793103448275863,0.5734265734265734,0.6118012422360248,Conor McGregor,300,1500
http://ufcstats.com/fight-details/1ca4274019680d23,2016-12-17,"Sacramento, California, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Ed Collantes,,Bojan Velickovic,Sultan Aliev,"""Serbian Steel""",,L,W,0,0,22 of 53,15 of 26,126 of 160,86 of 105,22,53,126,160,15,26,86,105,0.41509433962264153,0.7875,0.5769230769230769,0.819047619047619,Sultan Aliev,300,900
http://ufcstats.com/fight-details/88c712be47805d63,2016-12-17,"Sacramento, California, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,,Hector Sandoval,Fredy Serrano,"""Kid Alex""","""El Profe""",W,L,0,0,33 of 67,22 of 87,42 of 76,22 of 87,33,67,42,76,22,87,22,87,0.4925373134328358,0.5526315789473685,0.25287356321839083,0.25287356321839083,Hector Sandoval,300,900
http://ufcstats.com/fight-details/7979888b1fb5eb39,2016-12-17,"Sacramento, California, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Josh Emmett,Scott Holtzman,"""CC0""","""Hot Sauce""",W,L,0,0,87 of 160,65 of 179,99 of 175,96 of 215,87,160,99,175,65,179,96,215,0.54375,0.5657142857142857,0.36312849162011174,0.44651162790697674,Josh Emmett,300,900
http://ufcstats.com/fight-details/c1d86f1e6d41cd03,2017-02-19,"Halifax, Nova Scotia, Canada",Submission,1,1:34,3 Rnd (5-5-5),Keith Peterson,Armbar From Bottom,Gerald Meerschaert,Ryan Janes,"""GM3""",,W,L,0,0,3 of 6,3 of 8,5 of 9,10 of 16,3,6,5,9,3,8,10,16,0.5,0.5555555555555556,0.375,0.625,Gerald Meerschaert,94,94
http://ufcstats.com/fight-details/ca6d4239726931f9,2016-12-17,"Sacramento, California, USA",KO/TKO,1,3:04,3 Rnd (5-5-5),Ed Collantes,Punches to Head At Distance,Eddie Wineland,Takeya Mizugaki,,,W,L,2,0,9 of 32,13 of 40,9 of 32,13 of 40,9,32,9,32,13,40,13,40,0.28125,0.28125,0.325,0.325,Eddie Wineland,184,184
http://ufcstats.com/fight-details/d77ace7aadb2383e,2016-12-17,"Sacramento, California, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,,Leslie Smith,Irene Aldana,"""The Peacemaker""",,W,L,1,0,169 of 401,108 of 256,172 of 404,108 of 256,169,401,172,404,108,256,108,256,0.42144638403990026,0.42574257425742573,0.421875,0.421875,Leslie Smith,300,900
http://ufcstats.com/fight-details/c1356395d6b055d7,2017-01-15,"Phoenix, Arizona, USA",KO/TKO,1,2:41,3 Rnd (5-5-5),Al Guinee,Punches to Head From Mount,Dmitrii Smoliakov,Cyril Asker,"""The Lifeguard""","""Silverback""",L,W,0,0,5 of 10,19 of 47,28 of 35,39 of 90,5,10,28,35,19,47,39,90,0.5,0.8,0.40425531914893614,0.43333333333333335,Cyril Asker,161,161
http://ufcstats.com/fight-details/6db4d7827082d5b9,2017-03-04,"Las Vegas, Nevada, USA",KO/TKO,1,4:10,3 Rnd (5-5-5),Marc Goddard,Elbows to Head From Crucifix,Tyson Pedro,Paul Craig,,"""Bearjew""",W,L,1,0,23 of 35,12 of 24,34 of 46,29 of 47,23,35,34,46,12,24,29,47,0.6571428571428571,0.7391304347826086,0.5,0.6170212765957447,Tyson Pedro,250,250
http://ufcstats.com/fight-details/2464a75ee75dbf2f,2017-04-08,"Buffalo, New York, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,,Katlyn Cerminara,Irene Aldana,"""Blonde Fighter""",,W,L,0,0,105 of 273,84 of 223,106 of 274,85 of 224,105,273,106,274,84,223,85,224,0.38461538461538464,0.38686131386861317,0.37668161434977576,0.3794642857142857,Katlyn Cerminara,300,900
http://ufcstats.com/fight-details/6ccfbe3a7c5aa55e,2017-04-22,"Nashville, Tennessee, USA",KO/TKO,1,4:24,3 Rnd (5-5-5),Josh Ward,Punch to Head From Guard,Hector Sandoval,Matt Schnell,"""Kid Alex""","""Danger""",W,L,0,0,32 of 50,16 of 40,52 of 70,27 of 52,32,50,52,70,16,40,27,52,0.64,0.7428571428571429,0.4,0.5192307692307693,Hector Sandoval,264,264
http://ufcstats.com/fight-details/1f9ac1648b8e501e,2017-02-11,"Brooklyn, New York, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,,Ryan LaFlare,Roan Carneiro,,"""Jucao""",W,L,1,0,29 of 91,19 of 50,51 of 116,25 of 56,29,91,51,116,19,50,25,56,0.31868131868131866,0.4396551724137931,0.38,0.44642857142857145,Ryan LaFlare,300,900
http://ufcstats.com/fight-details/c4da9ec26a924a7d,2017-04-08,"Buffalo, New York, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,,Jenel Lausa,Bibulatov Magomed,,"""Chaborz""",L,W,0,0,10 of 31,51 of 115,31 of 56,94 of 165,10,31,31,56,51,115,94,165,0.3225806451612903,0.5535714285714286,0.4434782608695652,0.5696969696969697,Bibulatov Magomed,300,900
http://ufcstats.com/fight-details/6486579eee778b4d,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",KO/TKO,2,5:00,3 Rnd (5-5-5),Osiris Maia,"to    
      Referee stoppage between rounds",Marco Beltran,Deiveson Figueiredo,"""Psycho""","""Deus da Guerra""",L,W,0,1,16 of 40,17 of 26,19 of 43,21 of 31,16,40,19,43,17,26,21,31,0.4,0.4418604651162791,0.6538461538461539,0.6774193548387096,Deiveson Figueiredo,300,600
http://ufcstats.com/fight-details/2d4743a82fc55642,2017-03-04,"Las Vegas, Nevada, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni,,Albert Morales,Andre Soukhamthath,"""The Warrior""","""The Asian Sensation""",W,L,0,0,56 of 132,46 of 116,79 of 172,73 of 148,56,132,79,172,46,116,73,148,0.42424242424242425,0.45930232558139533,0.39655172413793105,0.49324324324324326,Albert Morales,300,900
http://ufcstats.com/fight-details/94ce682e4a3e556a,2017-04-15,"Kansas City, Missouri, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,,Ashlee Evans-Smith,Ketlen Vieira,"""Rebel Girl""","""Fenomeno""",L,W,0,0,68 of 189,71 of 235,100 of 228,89 of 256,68,189,100,228,71,235,89,256,0.35978835978835977,0.43859649122807015,0.3021276595744681,0.34765625,Ketlen Vieira,300,900
http://ufcstats.com/fight-details/1ed9dbbe604654b9,2017-05-28,"Stockholm, Sweden",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Neil Hall,,Darren Till,Jessin Ayari,"""The Gorilla""",,W,L,1,0,31 of 69,28 of 112,33 of 72,41 of 127,31,69,33,72,28,112,41,127,0.4492753623188406,0.4583333333333333,0.25,0.3228346456692913,Darren Till,300,900
http://ufcstats.com/fight-details/2a0d4dd0997bd712,2017-04-15,"Kansas City, Missouri, USA",Submission,1,4:21,3 Rnd (5-5-5),Mike England,Guillotine Choke After Drop to Ground,Zak Cummings,Nathan Coy,,"""Soulforce""",W,L,0,0,25 of 72,23 of 41,25 of 72,23 of 41,25,72,25,72,23,41,23,41,0.3472222222222222,0.3472222222222222,0.5609756097560976,0.5609756097560976,Zak Cummings,261,261
http://ufcstats.com/fight-details/4291b38643547fa7,2017-04-15,"Kansas City, Missouri, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,,Devin Clark,Jake Collier,"""Brown Bear""","""The Prototype""",W,L,0,0,68 of 105,36 of 72,159 of 207,52 of 91,68,105,159,207,36,72,52,91,0.6476190476190476,0.7681159420289855,0.5,0.5714285714285714,Devin Clark,300,900
http://ufcstats.com/fight-details/0673d8ab0add7a05,2017-04-15,"Kansas City, Missouri, USA",KO/TKO,3,3:52,3 Rnd (5-5-5),Keith Peterson,Kick to Head At Distance,Anthony Smith,Andrew Sanchez,"""Lionheart""","""El Dirte""",W,L,1,0,49 of 100,63 of 104,58 of 111,104 of 151,49,100,58,111,63,104,104,151,0.49,0.5225225225225225,0.6057692307692307,0.6887417218543046,Anthony Smith,232,832
http://ufcstats.com/fight-details/bd4a648bebaefab3,2017-06-10,"Auckland, New Zealand",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Neil Swailes,,JJ Aldrich,Chan-Mi Jeon,,,W,L,0,0,98 of 245,92 of 250,98 of 245,93 of 252,98,245,98,245,92,250,93,252,0.4,0.4,0.368,0.36904761904761907,JJ Aldrich,300,900
http://ufcstats.com/fight-details/9c3f3bc7f7472e0c,2017-05-28,"Stockholm, Sweden",KO/TKO,3,4:37,3 Rnd (5-5-5),Kevin Sataki,Punch to Head At Distance,Nicholas Musoke,Bojan Velickovic,"""Nico""","""Serbian Steel""",L,W,0,1,49 of 173,53 of 123,69 of 195,107 of 179,49,173,69,195,53,123,107,179,0.2832369942196532,0.35384615384615387,0.43089430894308944,0.5977653631284916,Bojan Velickovic,277,877
http://ufcstats.com/fight-details/b166f1582946fbbc,2017-05-28,"Stockholm, Sweden",KO/TKO,3,0:07,3 Rnd (5-5-5),Bobby Rehman,Knee to Head At Distance,Marcin Held,Damir Hadzovic,,"""The Bosnian Bomber""",L,W,0,1,31 of 66,14 of 30,62 of 103,19 of 35,31,66,62,103,14,30,19,35,0.4696969696969697,0.6019417475728155,0.4666666666666667,0.5428571428571428,Damir Hadzovic,7,607
http://ufcstats.com/fight-details/1b1d1900b4051344,2017-06-10,"Auckland, New Zealand",Decision - Split,3,5:00,3 Rnd (5-5-5),John Sharp,,Kiichi Kunimoto,Zak Ottow,"""Strasser""","""The Barbarian""",L,W,0,0,25 of 47,37 of 76,84 of 116,98 of 145,25,47,84,116,37,76,98,145,0.5319148936170213,0.7241379310344828,0.4868421052631579,0.6758620689655173,Zak Ottow,300,900
http://ufcstats.com/fight-details/288b479c485c48b2,2017-06-10,"Auckland, New Zealand",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Neil Swailes,,Luke Jumeau,Dominique Steele,"""The Jedi""","""Non-Stop Action-Packed""",W,L,0,0,40 of 83,44 of 83,59 of 103,63 of 103,40,83,59,103,44,83,63,103,0.4819277108433735,0.5728155339805825,0.5301204819277109,0.6116504854368932,Luke Jumeau,300,900
http://ufcstats.com/fight-details/11cb7d7d774d5e6a,2017-06-10,"Auckland, New Zealand",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,,John Moraga,Ashkan Mokhtarian,,"""The Assassin""",W,L,0,0,56 of 87,12 of 23,73 of 107,15 of 29,56,87,73,107,12,23,15,29,0.6436781609195402,0.6822429906542056,0.5217391304347826,0.5172413793103449,John Moraga,300,900
http://ufcstats.com/fight-details/4507354cd97f10e5,2017-06-10,"Auckland, New Zealand",KO/TKO,1,0:22,3 Rnd (5-5-5),Mark Craig,Punch to Head In Clinch,Ion Cutelaba,Henrique da Silva,"""The Hulk""","""Frankenstein""",W,L,1,0,15 of 18,1 of 2,15 of 18,1 of 2,15,18,15,18,1,2,1,2,0.8333333333333334,0.8333333333333334,0.5,0.5,Ion Cutelaba,22,22
http://ufcstats.com/fight-details/e4db3b1669d498c3,2017-06-10,"Auckland, New Zealand",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John Sharp,,Alexander Volkanovski,Mizuto Hirota,"""The Great""","""Pugnus""",W,L,1,0,87 of 139,46 of 149,93 of 145,51 of 155,87,139,93,145,46,149,51,155,0.6258992805755396,0.6413793103448275,0.3087248322147651,0.32903225806451614,Alexander Volkanovski,300,900
http://ufcstats.com/fight-details/dc7ba55ca764cfbe,2017-06-10,"Auckland, New Zealand",KO/TKO,2,3:02,3 Rnd (5-5-5),Neil Swailes,Knee to Head In Clinch,Dan Hooker,Ross Pearson,"""The Hangman""","""The Real Deal""",W,L,1,0,69 of 141,38 of 88,74 of 146,38 of 88,69,141,74,146,38,88,38,88,0.48936170212765956,0.5068493150684932,0.4318181818181818,0.4318181818181818,Dan Hooker,182,482
http://ufcstats.com/fight-details/165d3a571fcc5e3c,2017-06-10,"Auckland, New Zealand",KO/TKO,1,3:37,3 Rnd (5-5-5),Mark Craig,Punch to Head In Clinch,Damien Brown,Vinc Pichel,"""Beatdown""","""From Hell""",L,W,0,1,21 of 56,19 of 38,21 of 56,19 of 38,21,56,21,56,19,38,19,38,0.375,0.375,0.5,0.5,Vinc Pichel,217,217
http://ufcstats.com/fight-details/2dfa31667cee74c3,2017-06-10,"Auckland, New Zealand",Submission,1,0:49,3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke,Tim Elliott,Ben Nguyen,,"""Ten""",L,W,0,0,1 of 4,3 of 7,1 of 4,8 of 12,1,4,1,4,3,7,8,12,0.25,0.25,0.42857142857142855,0.6666666666666666,Ben Nguyen,49,49
http://ufcstats.com/fight-details/2105210529457ffd,2017-05-28,"Stockholm, Sweden",KO/TKO,1,2:00,3 Rnd (5-5-5),Bobby Rehman,Punches to Head From Back Control,Jack Hermansson,Alex Nicholson,"""The Joker""","""The Spartan""",W,L,0,0,23 of 29,1 of 4,39 of 47,3 of 6,23,29,39,47,1,4,3,6,0.7931034482758621,0.8297872340425532,0.25,0.5,Jack Hermansson,120,120
http://ufcstats.com/fight-details/ad772f626b5dd31d,2017-06-10,"Auckland, New Zealand",KO/TKO,1,1:16,3 Rnd (5-5-5),John Sharp,Punch to Head At Distance,Derek Brunson,Daniel Kelly,"""The One""",,W,L,1,0,8 of 17,1 of 4,8 of 17,1 of 4,8,17,8,17,1,4,1,4,0.47058823529411764,0.47058823529411764,0.25,0.25,Derek Brunson,76,76
http://ufcstats.com/fight-details/ac6cb989ccc38f73,2017-05-28,"Stockholm, Sweden",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Sataki,,Trevor Smith,Chris Camozzi,"""Hot Sauce""",,W,L,1,0,39 of 60,10 of 18,92 of 123,37 of 48,39,60,92,123,10,18,37,48,0.65,0.7479674796747967,0.5555555555555556,0.7708333333333334,Trevor Smith,300,900
http://ufcstats.com/fight-details/9674c37e3a2bc399,2017-05-28,"Stockholm, Sweden",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Neil Hall,,Pedro Munhoz,Damian Stasiak,"""The Young Punisher""","""Webster""",W,L,0,0,65 of 151,44 of 151,72 of 158,44 of 151,65,151,72,158,44,151,44,151,0.4304635761589404,0.45569620253164556,0.2913907284768212,0.2913907284768212,Pedro Munhoz,300,900
http://ufcstats.com/fight-details/78e38f1ad43c3479,2017-05-28,"Stockholm, Sweden",Decision - Split,3,5:00,3 Rnd (5-5-5),Bobby Rehman,,Abdul Razak Alhassan,Omari Akhmedov,,"""Wolverine""",L,W,0,0,43 of 99,52 of 153,44 of 102,99 of 213,43,99,44,102,52,153,99,213,0.43434343434343436,0.43137254901960786,0.33986928104575165,0.4647887323943662,Omari Akhmedov,300,900
